Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units,New_Std Value
CHEMBL3911074,Cn1cc(-c2cc(S(N)(=O)=O)cnc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O,Ki,36.5,nM,21.15
CHEMBL3968444,CN(C)S(=O)(=O)c1cnc(NCC2CC2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,Ki,2.5,nM,3.1
CHEMBL3954497,CCS(=O)(=O)c1ccc(O[C@H]2CC[C@@H](OC)CC2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,Ki,1.9,nM,1.6
CHEMBL3923948,CCOC(=O)N1CCC(Oc2ccc(S(C)(=O)=O)cc2-c2cn(C)c(=O)c3[nH]ccc23)CC1,Ki,5.9,nM,9.15
CHEMBL3940538,CC(C)S(=O)(=O)c1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,Ki,2.9,nM,2.4
CHEMBL3353988,COc1ccc(-c2ccc3c(c2)[C@H](Nc2ccccc2)C[C@H](C)N3C(C)=O)cc1,IC50,630.96,nM,630.96
CHEMBL3353997,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(S(C)(=O)=O)cc2)C[C@@H]1C,IC50,316.23,nM,316.23
CHEMBL2181705,Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCCC1,IC50,1800.0,nM,1800.0
CHEMBL2181733,COc1cccc(NS(=O)(=O)c2cc(-c3c(C)noc3C)ccc2OC)c1,IC50,6000.0,nM,6000.0
CHEMBL3914365,Cn1cc(-c2cc([N+](=O)[O-])ccc2Oc2ccccc2)c2cc[nH]c2c1=O,Ki,178.0,nM,353.5
CHEMBL3908231,Cn1cc(-c2cc(S(C)(=O)=O)ccc2OCC2CC2)c2cc[nH]c2c1=O,Ki,9.7,nM,6.8999999999999995
CHEMBL3936793,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccccc2C#N)c2cc[nH]c2c1=O,Ki,19.8,nM,30.5
CHEMBL3904916,Cc1cc(-c2nc3cnc(C4=CCOCC4)cc3n2C(C)c2ccccn2)cn(C)c1=O,IC50,211.0,nM,211.0
CHEMBL4084046,CC(=O)C(C(C)=O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,IC50,27520.0,nM,27520.0
CHEMBL4086250,COc1ccc(OCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1,IC50,9200.0,nM,9200.0
CHEMBL4514826,COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cc(NCC4CCOCC4)nc13)C(=O)N2C,IC50,503.2,nM,503.2
CHEMBL4473458,COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cc(-c4ccc(C)o4)cc13)C(=O)N2C,IC50,54.8,nM,23527.4
CHEMBL4456011,CCCn1cc(-c2cc3c4c(ccc(NS(=O)(=O)c5ccccc5OC)c4c2)N(C)C3=O)cn1,IC50,43.7,nM,154.65
CHEMBL4578457,CN1C(=O)c2cccc3c(NS(=O)(=O)c4cccnc4)ccc1c23,IC50,13675.0,nM,8055.5
CHEMBL4457551,O=C1Nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)c3cccc1c23,IC50,15502.0,nM,8135.6
CHEMBL4574260,COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cc(-n4ccnc4)nc13)C(=O)N2C,IC50,4110.0,nM,2499.5
CHEMBL4215719,CC(=O)N1c2ccccc2N(Cc2cccc(C)c2)CC1C1CC1,IC50,794.33,nM,12956.595000000001
CHEMBL4227207,Cn1cc(-c2ccccc2)c2ccccc2c1=O,IC50,3400.0,nM,3400.0
CHEMBL4228973,CCS(=O)(=O)c1cccc(-c2cn(C)c(=O)c3ccc(-c4cnn(C)c4)cc23)c1,IC50,130.0,nM,249.0
CHEMBL2179379,CN1Cc2cc(NS(=O)(=O)c3ccccc3)ccc2NC1=O,IC50,880.0,nM,880.0
CHEMBL4457895,CCCc1nnn(C2CCN(C(=N)N)CC2)c1-c1ccnc(Oc2cc(C)cc(C)c2)n1,IC50,100000.0,nM,100000.0
CHEMBL3410002,Cc1c(N)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,IC50,140.0,nM,140.0
CHEMBL3409988,O=c1[nH]c(-c2cccc(S(=O)(=O)NCc3ccccc3)c2)cs1,IC50,10000.0,nM,10000.0
CHEMBL3409990,O=c1[nH]c(-c2cccc(S(=O)(=O)NCC3CCCO3)c2)cs1,IC50,9310.0,nM,9310.0
CHEMBL3409994,O=c1[nH]c(-c2ccc(Cl)c(S(=O)(=O)NC3CCCC3)c2)cs1,IC50,250.0,nM,250.0
CHEMBL3409999,O=c1[nH]c(-c2cc(Br)cc(S(=O)(=O)NC3CCCC3)c2)cs1,IC50,300.0,nM,300.0
CHEMBL3908907,CCC(=O)N1CCc2[nH]nc(Nc3cccc(C)c3)c2C1,IC50,20000.0,nM,20000.0
CHEMBL3926801,COC(=O)c1ccc(Nc2n[nH]c3c2CN(C(C)=O)CC3)cc1,IC50,20000.0,nM,20000.0
CHEMBL4291772,CCn1c(=O)c(C)nc2cc(C(=O)NC(C)c3cnn(C)c3C)ccc21,Kd,100000.0,nM,100000.0
CHEMBL4637861,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCN(C)C)n([C@H](C)c1ccccn1)c(=O)n3C,IC50,50118.72,nM,26056.99
CHEMBL4063112,Cc1cc2c(cc1N1C(=O)c3cccc4c(N5CCCC5)ccc(c34)C1=O)n(C)c(=O)n2C,IC50,15000.0,nM,15250.0
CHEMBL4072862,COc1cc(=O)n(C)nc1-c1cc(NS(C)(=O)=O)ccc1Oc1ccccc1,EC50,230.0,nM,185.0
CHEMBL4091093,COc1cc(=O)n(C)cc1-c1cc(NS(C)(=O)=O)ccc1Oc1ccccc1,EC50,77.0,nM,67.5
CHEMBL4063083,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCc1ccccc1O2,EC50,630.0,nM,365.0
CHEMBL4170044,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C(C)(C)C(F)(F)F)nn3C)c12,Ki,2.4,nM,8.1
CHEMBL3654282,CC(=O)N1CC(n2nc(C)c3c2C(=O)N(c2cc(C)c(=O)n(C)c2)C3c2ccc(Cl)cc2)C1,IC50,140.0,nM,140.0
CHEMBL4084942,Cc1noc(C)c1-c1ccc2c(c1)nc(CCc1cncc3ccccc13)n2CCN1CCOCC1,IC50,16800.0,nM,16800.0
CHEMBL4096429,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)c(OC)c1,IC50,8300.0,nM,8300.0
CHEMBL4227387,CCCOc1ccc(S(C)(=O)=O)cc1-c1cn(C)c(=O)c2ccc(-c3cnn(C)c3)cc12,IC50,9.0,nM,7.0
CHEMBL2349349,O=c1[nH]c(-c2cccc(NS(=O)(=O)c3cccs3)c2)cs1,IC50,4100.0,nM,4100.0
CHEMBL3409992,Cc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,IC50,220.0,nM,220.0
CHEMBL3220868,Cc1noc(C)c1-c1ccc2ncn(Cc3ccccc3Cl)c2c1,IC50,794.33,nM,794.33
CHEMBL3220863,Cc1noc(C)c1-c1ccc2ncn(Cc3ccc(Cl)cc3)c2c1,IC50,794.33,nM,1653.11
CHEMBL4071717,CC(=O)N(C)c1ccc(NC(=O)COc2ccc(Br)cc2Cl)cc1,IC50,50920.0,nM,50920.0
CHEMBL4226129,CC(=O)c1cn(C)c(=O)c2ccc(-c3ncco3)cc12,IC50,72000.0,nM,72000.0
CHEMBL4162784,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C(C)(C)C)nn3C)c12,IC50,10.5,nM,5.85
CHEMBL4177171,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4ccc(Cl)cc34)c12,IC50,1000.0,nM,1000.0
CHEMBL4072960,Cn1c(=O)sc2cc(N)ccc21,IC50,100000.0,nM,100000.0
CHEMBL3650968,Cc1nn(C2CC2)c2c1[C@H](c1ccc(Cl)cc1)N(c1cc(C)c3nnc(C)n3n1)C2=O,IC50,14000.0,nM,14000.0
CHEMBL4069308,O=c1[nH]c(Cc2ccccc2)nc2sc3c(c12)CCCCC3,IC50,820.0,nM,820.0
CHEMBL3785917,Cc1nnc2c(NC(C)C)nc(-c3nc4cnc(N5CCOC[C@@H]5C)cc4n3C(C)CC3CC3)cn12,IC50,9.0,nM,9.0
CHEMBL4094028,CCn1c2c(c(=O)[nH]c1=O)C(c1ccccc1)C1=C(COC1=O)N2,Ki,350.0,nM,350.0
CHEMBL3919629,COCCn1nc(Nc2cccc(C)c2)c2c1CCN(C(C)=O)C2,IC50,20000.0,nM,20000.0
CHEMBL3963182,CC(=O)N1CCc2[nH]nc(Nc3ccccc3C)c2C1,IC50,20000.0,nM,20000.0
CHEMBL1241674,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,Kd,1700.0,nM,1700.0
CHEMBL3650855,Cc1[nH]nc2c1C(c1ccc(Cl)cc1)N(c1ccc(=O)n(C)c1)C2=O,IC50,170.0,nM,170.0
CHEMBL4205343,CC(=O)N1c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2N(C(=O)c2ccco2)C[C@@H]1C,IC50,1600.0,nM,1600.0
CHEMBL4434761,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3Br)cn(C)c(=O)c2[nH]1,Ki,1.0,nM,23.0
CHEMBL4243172,Cc1noc(C)c1-c1ccc(=O)n(Cc2ccc(C3CO3)c(F)c2)c1,IC50,130.0,nM,145.0
CHEMBL2181710,COc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCOCC1,IC50,11000.0,nM,11000.0
CHEMBL2181707,Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCNCC1,IC50,12000.0,nM,12000.0
CHEMBL2181729,Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)Nc1ccc(Cl)cc1,IC50,4500.0,nM,4500.0
CHEMBL4588866,CCN1CCc2c(sc3nc(-c4cc(C)cc(C)c4)[nH]c(=O)c23)C1,IC50,10000.0,nM,10000.0
CHEMBL4436978,COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cc(NCCN4CCN(C)CC4)nc13)C(=O)N2C,IC50,1520.0,nM,871.5
CHEMBL4202675,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cnc4ccccc4c3)c12,IC50,397.0,nM,175.9
CHEMBL4203377,Cn1cc(-c2ccccc2NCC2CC2)c2cc[nH]c(=O)c21,IC50,5000.0,nM,3250.0
CHEMBL4213481,Cn1cc2c3c(c[nH]c(=O)c31)-c1cc(CS(C)(=O)=O)ccc1N(c1ccccn1)C2,Ki,2.9,nM,2.5999999999999996
CHEMBL1722357,O=C(CN1CC(=O)Oc2ccccc21)OCC(=O)c1ccc(Br)cc1,IC50,1110.0,nM,1110.0
CHEMBL4226566,Cn1cc(-c2ncco2)c2ccccc2c1=O,IC50,13000.0,nM,13000.0
CHEMBL3780310,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(C(=O)O)c4)ccc1c23,IC50,6490.0,nM,6490.0
CHEMBL3781213,CCCS(=O)(=O)Nc1ccc2c3c(cccc13)C(=O)N2CC,IC50,1170.0,nM,1170.0
CHEMBL4278261,CC1(C)Oc2cc(NS(=O)(=O)c3cccs3)cnc2NC1=O,IC50,25430.0,nM,25430.0
CHEMBL3780026,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccccc4C(=O)O)ccc1c23,IC50,1580.0,nM,1580.0
CHEMBL3780526,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cccc(C(=O)O)c4)ccc1c23,IC50,3510.0,nM,3510.0
CHEMBL4643632,CCN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc21,IC50,520.0,nM,520.0
CHEMBL4637378,Cn1cc(-c2cc(NS(C)(=O)=O)c3cnn(Cc4ccc(F)cc4)c3c2)c2cc[nH]c(=O)c21,IC50,89.0,nM,89.0
CHEMBL4644443,CCS(=O)(=O)Nc1cc(-c2cn(C)c3c(=O)[nH]ccc23)cc2c1ccn2Cc1c(C)cccc1C,IC50,158.0,nM,158.0
CHEMBL4632925,Cn1cc(-c2cc(NS(C)(=O)=O)c3ccn(Cc4cccc(F)c4)c3c2)c2cc[nH]c(=O)c21,IC50,174.0,nM,174.0
CHEMBL4579153,COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cccc13)C(=O)N2C,IC50,2479.0,nM,1262.75
CHEMBL2181713,Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NC1CCCNC1,IC50,10000.0,nM,10000.0
CHEMBL3967185,CCS(=O)(=O)Nc1ccc(Oc2cncnc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,EC50,170.0,nM,55.65
CHEMBL4061028,CCS(=O)(=O)Nc1ccc(OC2CCC(N(C)C)CC2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,Ki,26.0,nM,148.0
CHEMBL3448459,CNC(=O)c1cnn2c(C3CCCN3)ccnc12,IC50,84000.0,nM,84000.0
CHEMBL4077375,CC(=O)N1CCc2c(cc(-c3cccc(Cl)c3)c(=O)n2CC2CC2)C1,IC50,52000.0,nM,52000.0
CHEMBL3354006,CC(=O)N1c2ccc(-c3cccc(C(=O)O)c3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,IC50,794.33,nM,794.33
CHEMBL4169068,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4c3CCCC4)c12,IC50,5.0,nM,3.0
CHEMBL4168913,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3n[nH]c4ccccc34)c12,IC50,11.8,nM,6.75
CHEMBL4165491,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4c(F)cccc34)c12,IC50,95.2,nM,63.1
CHEMBL4164698,Cc1nnn2c1-c1ccccc1N(c1ccccc1)CC2,IC50,28.0,nM,20.0
CHEMBL4169877,Cc1nnn2c1-c1ccccc1N(c1ccc(Cl)cc1)CC2,IC50,35.0,nM,33.5
CHEMBL4176672,Cc1nnn2c1-c1ccc(-c3cnc(N)nc3)cc1N(c1ccc(Cl)cc1)CC2,IC50,23.0,nM,17.5
CHEMBL4165200,Cc1nnn2c1-c1ccc(C(O)C(F)(F)F)cc1N(c1ccc(Cl)cc1)CC2,IC50,43.0,nM,33.0
CHEMBL4173105,Cc1nnn2c1-c1ccc(C#N)cc1N(c1ccc(Cl)cc1)CC2,IC50,11.0,nM,12.0
CHEMBL4166286,Cc1nnn2c1-c1ccc(C(=O)NCc3ccccc3)cc1N(c1ccc(Cl)cc1)CC2,IC50,35.0,nM,25.0
CHEMBL4161952,Cc1nnn2c1-c1ccc(Cn3cccn3)cc1N(c1ccc(Cl)cc1)CC2,IC50,38.0,nM,41.5
CHEMBL4161767,Cc1nnn2c1-c1ccc(C(N)=O)cc1N(c1ccc(Cl)cc1)CC2,IC50,2.0,nM,4.0
CHEMBL3356139,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCCC1)[nH]c(=O)n2C,IC50,1584.89,nM,1584.89
CHEMBL3356548,COc1ccc(Nc2c(-c3ccc(-c4c(C)noc4C)cc3)nc3ccccn23)cc1,IC50,2760.0,nM,2760.0
CHEMBL3356136,CCN1C(=O)C2C(c3ccc(-c4c(C)noc4C)cc3)N(CC)[C@@](C)(C(=O)O)C2C1=O,IC50,100000.0,nM,100000.0
CHEMBL2181716,Cc1noc(C)c1-c1ccc(O)c(S(=O)(=O)NC2CCCC2)c1,IC50,2500.0,nM,2500.0
CHEMBL2181706,Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCCCC1,IC50,1200.0,nM,1200.0
CHEMBL2181732,COc1cccc(NS(=O)(=O)c2cc(-c3c(C)noc3C)ccc2C)c1,IC50,2600.0,nM,2600.0
CHEMBL4216530,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(N[C@H](C)c3ccccn3)c12,Ki,12.0,nM,22.0
CHEMBL4228174,CCS(=O)(=O)c1ccc(OCCN)c(-c2cn(C)c(=O)c3ccc(-c4cnn(C)c4)cc23)c1,IC50,49.0,nM,4155.0
CHEMBL4210130,CC(=O)N1CCN(Cc2ccccc2C(=O)O)c2ccccc21,IC50,5011.87,nM,27565.295000000002
CHEMBL4206502,CC(=O)N1c2ccccc2N(Cc2ccc(Cl)cc2C(=O)O)CC1C1CC1,IC50,39810.72,nM,20534.825
CHEMBL4204305,COc1ccccc1CN1CC(C2CC2)N(C(C)=O)c2ccccc21,IC50,398.11,nM,8123.52
CHEMBL4212637,CCC(=O)N1c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2N(C(=O)c2ccco2)C[C@@H]1C,IC50,1400.0,nM,1400.0
CHEMBL3904538,CCOc1cc(=O)n(C)cc1-c1cc(NCc2ccc(C#N)cc2)ccc1Oc1ccc(F)cc1F,Ki,247.0,nM,153.55
CHEMBL3963857,Cc1ccc(C2(O)C(=O)Nc3ccc(-c4c(C)noc4C)cc32)cc1,IC50,180.0,nM,180.0
CHEMBL3967404,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C1CC1)C(=O)N2,IC50,850.0,nM,850.0
CHEMBL3905439,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@@H](CO)c1ccccc1)(c1ccccc1)C(=O)N2,IC50,810.0,nM,5405.0
CHEMBL3981214,Cc1noc(C)c1-c1ccc2c(c1)C(NC[C@@H](C)O)(c1ccccc1)C(=O)N2,IC50,710.0,nM,289.6666666666667
CHEMBL3926303,Cc1noc(C)c1-c1ccc2c(c1)C(NCCO)(C1CCCCC1)C(=O)N2,IC50,85.0,nM,85.0
CHEMBL3901559,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CC[C@@H](NC(=O)OC(C)(C)C)C1)C(=O)N2,IC50,440.0,nM,440.0
CHEMBL3939853,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CC(O)C1)C(=O)N2,IC50,78.0,nM,78.0
CHEMBL3087044,Cc1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2)cc(C)c1O,Ki,1300.0,nM,2370.0
CHEMBL2436012,COc1cc2c(cc1-c1c(C)noc1C)ncc1c2[nH]c(=O)n1[C@H](C)c1ccccn1,Kd,100.0,nM,100.0
CHEMBL3781484,CCN1C(=O)c2cccc3c(NS(=O)(=O)C4CCCC4)ccc1c23,IC50,460.0,nM,460.0
CHEMBL3780706,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(F)cc4Cl)ccc1c23,IC50,450.0,nM,450.0
CHEMBL3780059,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4ccc(F)cc4F)ccc1c23,IC50,120.0,nM,197.5
CHEMBL3234285,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(S(N)(=O)=O)c4)ccc1c23,IC50,6930.0,nM,6930.0
CHEMBL3234256,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccc(NC(C)=O)cc4)ccc1c23,IC50,4700.0,nM,4700.0
CHEMBL3785707,CCc1c(C(=O)N(C)Cc2cccc(C(N)=O)c2)[nH]c(C)c1C(C)=O,Kd,12000.0,nM,12000.0
CHEMBL4172447,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3c4c(nn3C)CCC4)c12,Ki,1.0,nM,3.25
CHEMBL4160989,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4cccc(F)c34)c12,Ki,21.5,nM,44.75
CHEMBL4061142,CN1CCC[C@H](Nc2cnn(C)c(=O)c2Cl)C1,IC50,50118.72,nM,50118.72
CHEMBL4079686,CC(=O)c1cc(-c2ccccc2N)[nH]c1C,Ki,21000.0,nM,21000.0
CHEMBL4087079,Cc1[nH]c(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c2c1C(=O)NCC2,EC50,120.0,nM,80.5
CHEMBL4103937,Cn1cc(-c2ccccc2Oc2ccccc2)c2cc[nH]c(=O)c21,EC50,1100.0,nM,610.0
CHEMBL4097991,CC(=O)N1CCc2c(cc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)c(=O)n2C)C1,IC50,20000.0,nM,20000.0
CHEMBL4074813,Cc1[nH]c(-c2cc(NS(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cn[nH]c(=O)c12,EC50,280.0,nM,148.0
CHEMBL3898030,Cc1ccc2ncccc2c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)n(C)c12,IC50,97.1,nM,75.93333333333332
CHEMBL3970919,CC/C=C(\CC)c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,IC50,65.5,nM,51.800000000000004
CHEMBL4162818,Cc1nnn2c1-c1ccccc1N(c1ccc(Cl)cc1)CC2CCO,IC50,52.0,nM,44.0
CHEMBL4174764,COC(=O)c1ccc2c(c1)N(c1ccc(Cl)cc1)CCn1nnc(C)c1-2,IC50,18.0,nM,23.5
CHEMBL4176902,Cc1nnn2c1-c1ccc(C(=O)N[C@H](C)c3ccccc3)cc1N(c1ccc(Cl)cc1)CC2,IC50,13.0,nM,13.5
CHEMBL3950146,CCOc1cc(=O)n(C)cc1-c1cc(NC(=O)CCCc2ccccc2)ccc1Oc1ccc(F)cc1F,Ki,74.8,nM,99.4
CHEMBL3986608,CCOc1cc(=O)n(C)cc1-c1cc(NC(=O)CNC(=O)c2ccccc2)ccc1Oc1ccc(F)cc1F,Ki,56.7,nM,141.35
CHEMBL4111751,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@@H](N)C1)C(=O)N2,IC50,26.0,nM,26.0
CHEMBL3947556,COC(=O)[C@@H]1C[C@H](O)CN1C1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,IC50,460.0,nM,460.0
CHEMBL4108844,COC(=O)[C@@H]1C[C@@H](O)CN1C1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,IC50,850.0,nM,850.0
CHEMBL3952921,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1C[C@@H](O)C[C@H]1CO)C(=O)N2,IC50,1400.0,nM,1400.0
CHEMBL3928908,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@H](CO)Cc1cnc[nH]1)(c1ccccc1)C(=O)N2,IC50,410.0,nM,225.5
CHEMBL3906828,CC(=O)CC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,IC50,670.0,nM,670.0
CHEMBL4078743,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2sc3c(c12)CCC3,IC50,1530.0,nM,1530.0
CHEMBL4096544,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCCCC4)cc(C)c1O,IC50,490.0,nM,490.0
CHEMBL4645593,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)N(Cc1cn(CCOCCOCCOCCOCC(=O)Nc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)nn1)C(=O)N2C,IC50,22.6,nM,22.6
CHEMBL3891591,COc1cc(CNC(=O)c2ccc(Oc3ccc(F)cc3F)c(-c3cn(C)c(=O)c4[nH]ccc34)c2)cc(OC)c1OC,Ki,183.0,nM,178.5
CHEMBL3892298,Cc1nnc2c(Cl)cc(-c3cn(C)nc3Cc3ccccc3)nn12,IC50,51.0,nM,51.0
CHEMBL4102050,Cc1cc2cc(NS(=O)(=O)c3ccc(C#N)cc3)ccc2n(C)c1=O,IC50,4500.0,nM,9666.666666666666
CHEMBL3975427,Cc1n[nH]c(C)c1-c1cc(-c2c(C)noc2C)cc2[nH]c(NCC3CC3)nc12,IC50,161.0,nM,93.93333333333334
CHEMBL3823599,COc1cc(-c2cn(C)c(=O)c(C)c2C)cc(OC)c1CN(C)C,IC50,23005.0,nM,32643.0
CHEMBL3353991,CC(=O)N1c2ccc(-c3cccc(CN4CCCCC4)c3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,IC50,794.33,nM,794.33
CHEMBL2431073,Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(Cl)cc1)=N[C@H]2Cc1ncc[nH]1,IC50,3600.0,nM,1900.0
CHEMBL3650866,Cc1cc(N2C(=O)c3nn(C)cc3C2c2ccc(Cl)cc2)cn(C)c1=O,IC50,130.0,nM,130.0
CHEMBL3897307,CNS(=O)(=O)c1cnc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,Ki,18.0,nM,11.3
CHEMBL4098709,CCNC(=O)c1ccc(Oc2ccccc2)c(-c2[nH]c(C)c3c2CCCC3=O)c1,Ki,250.0,nM,825.0
CHEMBL3895799,Cc1cccc(C(O)(c2cc(-c3c(C)noc3C)cc3[nH]c(C4CC4)nc23)C2CCCO2)n1,IC50,3.8,nM,3.25
CHEMBL3650875,Cc1cc(N2C(=O)c3nn(C4CC4)c(C)c3[C@@H]2c2ccc(Cl)cc2)cn(C)c1=O,IC50,6700.0,nM,6700.0
CHEMBL4173537,Cc1nnn2c1-c1ccc(C(=O)N[C@@H](C)c3ccc(F)cc3)cc1N(c1ccc(Cl)cc1)CC2,IC50,17.0,nM,25.5
CHEMBL4104956,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]c(C#CCOC)cc23)c1,Ki,0.6,nM,1.1
CHEMBL4068984,CNC(=O)c1cnn2ccc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nc12,IC50,20000.0,nM,20000.0
CHEMBL4076254,CNC(=O)N1CCOc2ccc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)cc2C1,IC50,7400.0,nM,7400.0
CHEMBL3896599,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCCC1)(N1CCN(C)CC1)C(=O)N2,IC50,110.0,nM,110.0
CHEMBL3953916,O=C1CCN(C(=O)c2cccc(-c3ccccc3)c2)c2ccccc2N1,IC50,11230.0,nM,6240.0
CHEMBL2430884,Cc1nnc2n1-c1ccccc1C(c1ccccc1)=NC2N,IC50,19952.62,nM,19952.62
CHEMBL4177214,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4ncccc34)c12,Ki,4.9,nM,12.850000000000001
CHEMBL4176107,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4cc(F)ccc34)c12,IC50,87.6,nM,58.0
CHEMBL4645392,Cc1c(NCc2ccccc2N2CCOCC2)cnn(C)c1=O,IC50,19952.62,nM,19952.62
CHEMBL4643740,CCCCc1c(Nc2cccc3c2CCN(C)C3)cnn(C)c1=O,IC50,50118.72,nM,50118.72
CHEMBL4103582,CNC(=O)N1N=C(c2ccc(N3CC4(CCS4(=O)=O)C3)cc2)c2cc(-n3nc(C)cc3C)ccc2C[C@@H]1C,IC50,10.0,nM,10.0
CHEMBL4077038,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OCCCCCCO)c1nnc(C)n1-2,Kd,0.43,nM,0.43
CHEMBL4077176,[2H]C([2H])([2H])c1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)c(F)c3n([C@H](c3ccccc3)C3CCOCC3)c2c1,IC50,5.0,nM,3.0
